公司中文名称,年份,"流动资产周转率
[报告期] 2008年报
[单位] 次","应收账款周转率
[报告期] 2008年报
[单位] 次","财务费用
[报告期] 2008年报
[报表类型] 合并报表
[单位] 元","主营业务收入
[报告期] 2008年报
[报表类型] 合并报表
[单位] 元",产权比率,"流动比率
[报告期] 2008年报","速动比率
[报告期] 2008年报","现金比率
[报告期] 2008年报","经营活动现金净流量(TTM)
[报告期] 2008年报
[单位] 元","流动负债合计
[报告期] 2008年报
[报表类型] 合并报表
[单位] 元","资产负债率
[报告期] 2008年报
[单位] %","利润总额(TTM)
[报告期] 2008年报
[单位] 元","非流动负债合计
[报告期] 2008年报
[报表类型] 合并报表
[单位] 元","所有者权益合计
[报告期] 2008年报
[报表类型] 合并报表
[单位] 元","利息支出(TTM)
[报告期] 2008年报
[单位] 元","长期资本负债率
[报告期] 2008年报
[单位] %","现金流量利息保障倍数
[报告期] 2008年报","负债合计
[报告期] 2008年报
[报表类型] 合并报表
[单位] 元","利润总额/营业收入(TTM)
[报告期] 2008年报
[单位] %","总资产报酬率ROA
[报告期] 2008年报
[单位] %","主营业务成本
[报告期] 2008年报
[报表类型] 合并报表
[单位] 元","税金及附加
[报告期] 2008年报
[报表类型] 合并报表
[单位] 元","净资产收益率ROE(摊薄)
[报告期] 2008年报
[单位] %","存货周转率
[报告期] 2008年报
[单位] 次","营运资本周转率
[报告期] 2008年报
[单位] 次","非流动资产周转率
[报告期] 2008年报
[单位] 次","总资产周转率
[报告期] 2008年报
[单位] 次","成本费用利润率
[报告期] 2008年报
[单位] %","营业收入(同比增长率)
[报告期] 2008年报
[单位] %","总资产(同比增长率)
[报告期] 2008年报
[单位] %","大股东持股比例
[日期] 2009-03-01
[大股东排名] 第1名
[单位] 1%","无形资产
[报告期] 2008年报
[报表类型] 合并报表
[单位] 元","资产总计
[报告期] 2008年报
[报表类型] 合并报表
[单位] 元","净利润(TTM)
[报告期] 2008年报
[单位] 元"
上海新朋实业股份有限公司,2008,2.36,4.94,-9038667.08,1385437238,0.4,2.5,2.05,0.69,150983651.6,245590270.4,28.48,205224413.7,,616687899.4,580502.52,,62.79,245590270.4,14.81,24.97,1108496653,1213288.87,22.92,10.42,4.58,5.83,1.68,12.94,26.68,9.67,,64653800.12,862278169.8,153000432.9
天津汽车模具股份有限公司,2008,0.93,7.37,17681436.47,554184038.1,2.9,0.83,0.32,0.16,154987208.7,838230889.9,74.38,75029454.21,38491800.86,301939559.7,18134400,11.31,8.55,876722690.7,13.54,9.06,413928961.5,2748043.08,,1.14,,1.28,0.54,12.64,31.18,34.21,,34244422.48,1178662250,62082096.7
奥特佳新能源科技股份有限公司,2008,2.08,6.92,5699514.75,837056469,0.22,4.7,3.86,2.06,20159163.83,123044239.3,18.04,65868560.13,,558965045.5,326183.81,,4.27,123044239.3,7.87,13.07,708805695,361691.13,9.79,7.3,3.02,8.02,1.65,7.46,16.89,106.22,42.54,4837383.22,682009284.7,57632935.53
深圳市特尔佳科技股份有限公司,2008,0.84,3.17,-1644570.27,153267979.8,0.34,3.04,2.77,2.11,11877144.98,73082730.78,25.3,27490068.77,4355087.13,228654915.2,-1802589.23,1.87,41.78,77437817.91,17.94,9.93,100931513.3,317105.98,10.84,5.02,1.5,1.99,0.59,17.9,12.93,44.95,26.24,6530630.13,306092733.1,24789291.84
四川西部资源控股股份有限公司,2008,1.36,2.95,4539280,192853861.1,0.9,1.22,1.09,0.38,-2374679.3,108807230.2,47.34,77155464.5,1870100.98,123129965.5,,1.5,,110677331.2,40.01,35.71,100188467.8,6109129.26,67,2.96,,2.23,0.84,65.11,1.07,-42.53,50.5,30594751.87,233807296.7,83039313.83
众泰汽车股份有限公司,2008,0.52,3.27,22590623.85,557036146.9,0.52,1.74,1.53,1.17,193682479.2,564323788.2,34.36,32839774.13,5860000,1089479628,22389175,0.54,7.36,570183788.2,5.9,3.53,457436454.4,3618373.68,2.12,3.62,0.93,1.12,0.36,4.49,4,12.81,33.3,111716434,1659663417,23221541.85
广州汽车集团股份有限公司,2008,0.52,12.92,68275915,6931193596,0.24,3.2,3.05,2.35,-128664509,3025524878,19.47,2938044374,1512288979,18770745394,4633063,11.75,-0.69,4537813857,42.39,11.77,6444442167,20686573,,7.44,0.94,0.59,0.28,39.43,-13,14.19,91.93,720896315,23308559251,2892067804
富奥汽车零部件股份有限公司,2008,0.34,,29415773.08,1699473.38,,0,0,0,-374264.55,1007008130,9695.93,-85148819.04,734495365.4,-1723542318,40395560.62,-74.26,-0.01,1741503495,-5010.31,-198.39,,,,,,0.1,0.08,,-5.73,-33.86,59.82,,17961177.93,-85148819.04
富奥汽车零部件股份有限公司,2009,0.11,,31301996,1853970.96,,0.03,0.03,0,-167662.91,1022405661,4193.94,8102735.47,734495365.4,-1715009592,31112521.99,-74.91,-0.01,1756901026,437.05,131.04,,,,,,0.14,0.06,,9.09,142.13,59.82,1300000,41891434.31,8102735.47
潍柴动力股份有限公司,2009,1.58,11.36,146571154.4,35525182482,1.31,1.42,1.09,0.83,2439294268,17672436424,56.76,4679890327,2884400035,15661314694,134122012.8,19.7,9.84,20556836459,13.17,14.7,26867475616,156663861.5,28.99,4.61,6.66,3.48,1.09,12.96,7.24,23.75,24.23,911047399.8,36218151153,3947510206
江铃汽车股份有限公司,2009,2.46,89.1,-52037271,10433205023,0.68,1.7,1.36,1.27,3114473830,3147055751,40.36,1243644395,200437435,4946853022,,3.97,,3347493186,11.92,16.71,7706608170,180522984,21.8,7.28,5.63,3.62,1.46,11.97,21.5,39.08,41.03,316284766,8294346208,1080152177
万向钱潮股份有限公司,2009,1.86,6.88,114209214.9,5569890333,2.09,1,0.65,0.31,727040340.1,3025323970,67.69,353673302.4,906833305.4,1877259036,,35.64,,3932157276,6.35,8.06,4560763346,25818424.03,16.25,4.09,,1.98,0.96,5.8,14.88,0.03,61.05,122770872.9,5809416312,300857067.3
海马汽车集团股份有限公司,2009,1.53,276.28,-13525050.76,6267076748,0.77,1.39,1.16,1.07,1213251442,3277927806,43.38,-485702364.2,177758898,4510914105,-17751843.88,5.88,71.94,3455686704,-7.75,-7.06,5954555876,294127783.5,-8.72,5.39,3.77,2.07,0.88,-8.05,2.3,26.42,45.28,790575405,7966600809,-512140849.6
无锡威孚高科技集团股份有限公司,2009,1.39,5.07,31415151.06,3080616314,0.63,1.25,0.94,0.46,215893024.4,1912213234,38.6,482763184.2,31405000,3092253349,32656000,1.09,5.36,1943618234,15.67,10.7,2475668836,18334016.3,15.66,4.52,9.32,1.18,0.64,15.88,1.56,9.53,17.63,72512044.82,5035871583,463700678.2
重庆长安汽车股份有限公司,2009,2.57,93.62,-4227674.25,25203693117,1.75,0.94,0.76,0.72,2912353593,14575393591,63.65,1088984928,1001469156,8894554115,-14144458.99,10.22,51.76,15576862746,4.32,5.4,20159376628,539629495.9,12.26,9.68,,2.49,1.27,4.56,88.43,59.24,45.55,370988817.1,24471416862,1085756981
江南模塑科技股份有限公司,2009,1.13,11.11,64721549.5,1727352982,2.65,0.75,0.48,0.27,346667560.1,2121651414,72.59,136006234,386068837.3,947151028.3,56893561.28,34.94,3.92,2507720252,7.87,5.65,1282718632,91608663.06,3.64,2.03,,0.91,0.51,5.24,20.28,2.47,36.89,60532437.76,3454871280,78878070.88
斯太尔动力股份有限公司,2009,1.54,4.54,6962454.75,602509051.2,2.61,0.98,0.73,0.34,15861755.74,452429963.8,72.26,-3236330.83,29191700,184856067.5,6167276.58,14.23,2.1,481621663.8,-0.54,0.47,539387387.8,2399861.45,-3.6,4.59,,2.65,0.98,-0.69,20.08,17.04,18.51,12283276.86,666477731.3,-4152134.33
一汽轿车股份有限公司,2009,3.36,203.9,-26234278.88,27744501059,0.86,1.54,1.32,1.26,2143654652,6624863408,46.29,1895489119,49876732.99,7744377416,,0.65,,6674740141,6.83,15.23,21612679229,1374569172,21.35,15.47,8.62,6.91,2.26,6.71,37.04,42.34,53.03,332175485.1,14419117557,1645385669
安徽安凯汽车股份有限公司,2009,1.45,6.42,8597973.36,2190301113,2.09,1.17,0.91,0.55,264815452.3,1395853774,67.62,26412180.62,85500000,709242262.6,6944299.67,11.48,20.19,1481353774,1.21,1.61,1918187879,6980933.85,3.69,5.14,11.11,3.96,1.06,1.21,2.25,12.82,23.48,56623851.77,2190596037,26260186.76
天津一汽夏利汽车股份有限公司,2009,3.37,254.63,53804443.58,8567281064,1.32,0.6,0.43,0.35,-420006295.7,4557333535,56.9,181159387,32662660.39,3476926135,47799438.68,0.94,-6.54,4589996195,2.11,2.97,7968786051,156649089.5,5.09,9.84,,1.66,1.11,1.97,17.69,9.75,47.73,400495785.5,8066922330,178535236.1
中国重汽集团济南卡车股份有限公司,2009,1.77,20.85,55846169.21,20360573891,4.08,1.2,0.93,0.77,329532979.3,11197669749,80.31,703680402.8,1701654931,3163490521,27515951.2,37.34,2.26,12899324680,3.46,5.25,18722521928,166269.69,14.98,6.81,13.47,8.41,1.46,2.93,6.08,36.2,63.78,349706272.5,16062815200,577665313.7
中通客车控股股份有限公司,2009,1.42,4.97,8009846.19,1452511737,1.51,1.41,0.83,0.33,-2650951.28,690850891.7,60.08,26946132.29,133186000,547442511.6,5064825.48,19.63,-0.21,824036891.7,1.86,2.25,1254456689,5050655.09,3.77,3.03,7.05,3.58,1.02,1.43,-15.07,-7.22,21.72,112604916.9,1371479403,20335787.04
众泰汽车股份有限公司,2009,0.57,2.81,15026138.4,567340245.9,0.46,2.17,1.84,1.22,-45529214.9,465807193.9,31.69,40270875.12,54914628.88,1122578654,12961007.22,4.69,-2.83,520721822.8,7.1,3.22,448107192.2,3307693.35,3.01,3.34,1.18,0.86,0.34,6.36,1.85,-0.99,33.3,109072747.7,1643300477,32605131.87
宁波华翔电子股份有限公司,2009,1.97,9.22,38974831.69,2813599528,0.64,1.67,1.19,0.65,246706538.1,926371555.8,38.89,521562945.2,154891080.9,1699354986,,9.81,,1081262637,18.54,19.23,2205195129,4639383.31,25.12,4.34,12.58,1.89,0.97,16.26,4.86,-8.86,18.22,125614229.2,2780617623,420568952.2
浙江万丰奥威汽轮股份有限公司,2009,1.86,5.52,9895371.95,1354783148,0.65,1.51,1.16,0.53,124832973.9,525164695,39.35,95041334.33,81850956.75,935784171.7,10644246.79,8.9,9,607015651.8,7.02,6.96,1142129654,6255406.43,8.05,6.39,8.39,1.72,0.89,6.86,-6.22,3.37,45.1,57264575.33,1542799823,86208059.86
广东鸿图科技股份有限公司,2009,1.71,4.5,10216594.48,499901368.6,0.7,1.44,1.03,0.37,96706854.07,206603850,41.03,52718777.48,74971540,404673731.1,9989838.05,15.63,8.9,281575390,10.55,9.21,370231252.1,1849306.47,11.33,4.71,6.72,1.29,0.73,10.21,-10.67,1.62,27.46,22673798.36,686249121.1,45865467.17
浙江银轮机械股份有限公司,2009,1.25,3.26,19392992.51,895710275.9,1.15,1.32,0.92,0.36,66724437.58,550163590.6,53.44,66505658.27,70011572.12,540311380.2,19064701.93,11.96,3.19,620175162.8,7.42,7.6,625244560.4,4656424.12,10.47,2.97,5.62,2.17,0.8,7.7,-8.85,6.22,49,56042387.14,1160486543,60796077.77
深圳市特尔佳科技股份有限公司,2009,0.71,3.28,-2190827.23,166035411.2,0.36,2.89,2.57,1.88,21048197.51,84132777.18,26.64,32326464.65,5345069.01,246368619.5,-2271585.84,2.12,,89477846.19,19.47,9.36,99900323.38,416461.02,11.37,4.25,1.08,1.88,0.52,20.45,8.33,9.72,26.24,6513135.94,335846465.7,28013704.3
奥特佳新能源科技股份有限公司,2009,0.74,3.51,-3718614.18,403310956.5,0.09,9.7,8.12,5.6,68132849.47,53444666.08,8.58,40319152.56,,569735938.8,,,,53444666.08,10,5.61,334243962.7,339931.38,5.47,3.56,0.88,3.86,0.62,9.09,-51.82,-8.63,42.54,19390331.9,623180604.8,33498514.82
云南西仪工业股份有限公司,2009,0.88,3.41,2756934.82,438003458.3,0.48,1.94,1.33,0.81,44908152.98,244114882.2,32.27,20123101.91,14655780.48,543194540.3,2484563.91,2.65,8.5,258770662.7,4.59,2.84,385087593.8,998306.66,3.42,2.75,1.77,1.48,0.55,4.25,2.12,1.69,52.44,400915.9,801965203,18654919.5
天润曲轴股份有限公司,2009,0.98,6.33,4983687.52,774741664,0.28,2.57,2.01,1.47,74228442.1,408250834.4,21.77,141250666.6,18800000,1534616717,,1.24,,427050834.4,18.23,8.71,545222663.5,3631559.1,7.52,2.33,3.2,0.87,0.46,19.71,-5.51,40.39,45,89208440.05,1961667551,125382942.4
浙江亚太机电股份有限公司,2009,1.56,5.14,18855843.51,1324036211,0.85,1.8,1.54,1.01,151219800.9,654535951.8,45.92,98894113.83,115971690.2,907498623.7,,11.71,,770507642,7.47,8.76,1059348220,5943283.48,10.35,7.26,5.49,2.66,0.99,7.77,45.33,66.23,49.85,73462938.92,1678006266,94538509.37
上海新朋实业股份有限公司,2009,0.86,4.08,5529280.65,1183918205,0.1,9.58,9.17,7.65,249251817.5,223267932.6,9.28,242933352.4,,2181786911,-1487133.58,,432.19,223267932.6,20.52,14.78,818890672.3,873501.78,7.45,8.15,1.04,4.61,0.72,21.87,-14.55,178.92,32.43,64665949.81,2405054843,206355260
兴民智通(集团)股份有限公司,2009,2.26,19.08,6306459.72,1067607345,1.09,1.2,0.81,0.54,166269464.1,426886606.7,52.04,106189611.8,,393357698.3,4928394.92,,24.88,426886606.7,9.95,15.17,902589857.9,2002888.58,21.62,5.35,11.43,4.11,1.46,8.34,8.58,27.3,43.5,21915250.01,820244305,80227489.73
山东隆基机械股份有限公司,2009,2.24,7.19,15670978.58,817328806.5,1.7,1.06,0.76,0.33,21709684.66,413613073,62.99,87306592.71,160000000,337000573.7,13807623.87,36.19,1.42,573613073,10.68,12.89,663892316.3,,21.53,5.58,,1.95,1.04,9.63,14.85,38.21,75,32764915.9,910613646.8,70164784.66
许昌远东传动轴股份有限公司,2009,1.55,5.16,6844707.78,616651320.6,0.57,1.73,1.46,0.68,81518026.9,250975055.7,36.1,153729129.9,6879310,456394842.5,5125830.39,1.49,13.74,257854365.7,24.93,24.47,414311883.2,3198504.98,,6.12,4.17,2.45,0.95,27.09,1.75,22.33,42.48,33152567.42,714249208.1,130597456.5
浙江万里扬股份有限公司,2009,1.92,12.07,4393008.58,727100789.3,1.12,1.05,0.66,0.35,201685511.8,436963031,52.75,141412485.9,41600000,428692618.5,,9.01,,478563031,19.45,18.79,513347844.5,598683.78,,3.36,,1.83,0.94,22.88,28.83,40.74,,103813264.4,907255649.5,136221802
中原内配集团股份有限公司,2009,1.89,8.53,14829338.2,622368730.7,1.34,1.06,0.56,0.27,118252675.6,315530388.8,57.28,80724939.85,86043911.67,299445038.6,16211600,22.39,7.29,401574300.5,12.97,13.99,443529872.2,4192150.68,22.22,2.67,74.1,1.71,0.9,12.29,-7.84,2.37,,60496202.51,701019339.1,66224332.05
上海加冷松芝汽车空调股份有限公司,2009,1.18,2.81,9513279.23,920253990.7,1.22,1.57,1.24,0.47,142060183.7,569866698.9,55.03,192328275.4,48588087.11,505480874.4,9004585.46,9.54,14.92,618454786,20.9,20.59,587099437,422227.68,32.95,3.83,3.02,4.65,0.94,22.56,14.13,35.12,,41411967.92,1123935660,166886171.7
浙江金固股份有限公司,2009,1.34,6.21,16421179.51,380302231.4,1.87,0.96,0.67,0.27,14205555.13,362624913,65.13,43695712.38,23219822.53,206549794.4,14733800,10.44,0.86,385844735.6,11.49,11.63,270117910.3,2083625.75,,2.97,,1.74,0.76,11.77,-0.2,43.78,,40128216.42,592394530,39635369.45
天津汽车模具股份有限公司,2009,0.82,6.07,19313823.36,595538133.3,2.48,0.86,0.33,0.18,86232017.08,873094666.9,71.24,93428918.48,21109399.14,361079118,14346200,5.52,6.01,894204066.1,15.69,8.86,439840007.7,2755602.26,,0.98,,1.22,0.49,15.06,7.46,6.5,,32739836.92,1255283184,78359558.24
河南省西峡汽车水泵股份有限公司,2009,1.32,4.85,23351553.7,671919284.7,3,1.03,0.71,0.24,43900476.74,550397839,75.02,63500099.23,212925802.5,254196952.3,22867652.82,47.7,1.61,763323641.5,9.45,9.61,472943830.6,2125416.76,,3.04,,1.73,0.75,9.91,4.49,30.62,,54953415.16,1017520594,60514079.61
浙江万安科技股份有限公司,2009,1.65,7.29,12325515.41,608405970.1,2.57,0.96,0.67,0.41,144978494.4,426657720.1,71.96,68006208.97,50000000,185721783,11798162.64,21.48,11.1,476657720.1,11.18,13.53,409428416.8,3103601.73,,3.49,,2.76,1.03,10.75,13.87,28.03,,84647316.06,662379503,57485527.87
南宁八菱科技股份有限公司,2009,1.78,9.9,6222812.79,357610829.2,1.12,1.28,0.95,0.64,59490651.02,172999037.9,52.88,56054437.21,26349612.92,177645757.1,5823239.93,12.92,9.88,199348650.8,15.67,17.92,261617879,2014181.33,,4.44,10.12,2.48,1.04,17.39,26.76,20.17,,21376927.76,376994407.8,53077840.23
厦门日上集团股份有限公司,2009,1.05,7.17,7762903.5,609471170.1,1.14,1.39,0.7,0.24,34455985.54,416868285.3,53.24,46269358.02,,366160909.7,5682207.26,,5.48,416868285.3,7.59,6.78,509064926.9,1774620.87,,1.69,3.85,3.23,0.79,6.93,-24.42,4.33,,42807919.69,783029195,38849629.83
比亚迪股份有限公司,2009,2.62,12.22,269178000,41113912000,1.13,0.93,0.69,0.45,11981419000,18087932000,52.96,4506450000,3331022000,19027127000,237749000,16.64,38.32,21418954000,10.96,13,31479762000,673615000,,5.56,,1.98,1.13,11.33,48.28,24.33,,2117097000,40446081000,4078440000
浙江世纪华通集团股份有限公司,2009,1.73,4.09,8486811.76,568512432.9,1.46,1.14,0.72,0.2,125630713.2,350319475.7,59.3,113876193.7,44000000,270673471.3,6636883.7,13.98,18.37,394319475.7,20.03,22.65,378402105.9,636407.39,,3.01,10.8,2.79,1.07,22.84,35.09,66.66,,25889150.15,664992947.1,101965075.5
光启技术股份有限公司,2009,2.49,4.11,767541.31,158096426,1.27,1.13,0.84,0.08,16537458.49,73411745.15,55.91,38990888.56,,57893062.88,758190.16,,21.65,73411745.15,24.66,36.82,98778888.57,1003584.13,,5.47,17.45,3.55,1.46,28.21,53.98,55.15,,3861076.46,131304808,33545761.48
北京威卡威汽车零部件股份有限公司,2009,1.6,6.11,-947867.88,723272257.9,0.29,3.58,2.54,1.48,197570078.8,155752382.6,22.23,295894527.4,,545003595.6,-378312.44,,,155752382.6,40.91,49.5,355059447.5,790810.65,,2.47,2.21,5.04,1.21,57.78,28.53,42.1,,14610539.51,700755978.3,246987466.9
长鹰信质科技股份有限公司,2009,1.13,3.34,4777719.62,329344312.3,2.78,1.08,0.83,0.33,38126896.05,314465883,73.56,18262436.66,75541339.35,140189895.5,3696614.97,36.72,9.62,390007222.3,5.55,4.81,267826265,2289954.46,,3.62,,2,0.72,5.47,-2.01,38.39,,63796536.17,530197117.8,16719236.2
浙江世宝股份有限公司,2009,1.31,3.31,-60546.5,365272561.6,0.29,2.24,1.47,0.51,57800125.4,124296072.5,22.29,76646300.74,10624865,470499266.4,-108500.69,2.23,199.39,134920937.5,20.98,12.64,228733404.2,1280412.85,14.23,2.38,,,0.6,23.21,,,,25505206.81,605420203.9,67159702.69
常州光洋轴承股份有限公司,2009,1.13,2.79,6894613.44,380364153.1,1.01,1.37,0.94,0.33,55136585.41,244127951.9,50.34,49302251.16,,240848848.5,,,,244127951.9,12.96,11.59,256665175.8,2396310.95,17.59,2.44,,,0.78,12.73,,,,15799007.45,484976800.4,41436699.27
怀集登云汽配股份有限公司,2009,0.94,2.76,5654657.97,188188089.6,0.63,2.7,1.81,0.7,27150281.26,73960964.82,38.53,27232033.29,32004544.43,169025277.9,,15.92,,105965509.3,14.47,11.96,124570122.9,182918.73,11.03,1.88,,,0.68,14.26,,,,11980693.1,274990787.2,23389304.2
浙江跃岭股份有限公司,2009,2.11,6.76,5642298.66,477854488.7,1.64,0.98,0.74,0.29,32548352.39,231455025.1,62.18,52084015.31,,140795506.2,,,,231455025.1,10.9,15.51,380671059.1,2328345.69,,6.83,,,1.28,10.04,,,,6915958.9,372250531.3,42659545.16
宁波双林汽车部件股份有限公司,2009,1.51,4.28,10247973.3,543418260.1,1.56,1,0.63,0.18,45479946.52,384492764.3,60.88,62288594.87,,247017610.6,9215059.84,,4.38,384492764.3,11.46,11.79,385928585.1,2847850.31,,3.16,,2.21,0.9,11.25,38.82,8.56,,54010243.04,631510375,53876316.61
广东鸿特科技股份有限公司,2009,2.01,5.73,6582779.25,296221735.6,1.89,1.63,1.34,0.51,93319102.38,89077535.99,65.36,34505240.61,119726235.4,110677175.7,6145399.44,51.96,12.26,208803771.4,11.65,12.73,212288831.6,,31.18,5.93,4.68,1.73,0.93,13.16,4.81,0.11,,14929402.42,319480947.1,34505240.61
江苏太平洋精锻科技股份有限公司,2009,1.22,4.41,11358671.26,218043119.5,1.3,0.96,0.74,0.28,40744884.06,205835194.4,56.53,56224399.57,11048397.14,166764101.1,9996440.33,6.21,4.04,216883591.5,25.79,19.54,124061863.8,1683822.06,,2.59,,1.37,0.64,27.78,32.24,30.36,,26068295.95,383647692.7,47729231.01
江苏云意电气股份有限公司,2009,2.41,5.63,295710.96,181897157.1,1.35,1.37,0.92,0.1,-2076760.05,90953022.38,57.46,36645134.01,,67329093.78,197730.51,,-8.29,90953022.38,20.15,37.26,121273224.1,141860.04,,4.73,8.43,7.73,1.84,21.77,270.85,300.96,,1552482.24,158282116.2,31173491.21
绵阳富临精工机械股份有限公司,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
江苏奥力威传感高科股份有限公司,2009,1.98,7.18,587742.41,172707953.7,1.04,1.63,0.91,0.2,25172249.53,53313708.76,50.92,22254471.22,700000,52059832.32,,1.33,,54013708.76,12.89,21.53,132160149.2,659759.16,,3.44,,,1.63,13.04,,,,1276333.33,106073541.1,19516605.88
东风汽车股份有限公司,2009,1.62,24.13,-59801496.94,14311440851,1.21,1.28,0.97,0.87,2164857956,8110898103,54.8,421150673.7,90386441.77,6765710662,-45295705.13,1.64,114.51,8201284545,2.94,2.88,12446257963,196712424.4,5.87,5.03,6.52,3.42,1.1,2.61,15.12,34.67,60.1,430094795,14966995207,364825503.9
郑州宇通客车股份有限公司,2009,2.79,11.77,8520977.6,8781731234,1.53,1.11,0.86,0.51,72946056.64,3068245199,60.53,653775532.4,265259018.8,2173866944,,10.9,,3333504217,7.44,13,7259352893,38916368.48,25.99,10.41,47.68,4.5,1.72,7.01,5.35,17.56,32.9,221061656.5,5507371161,567469904.4
东风电子科技股份有限公司,2009,2.39,4.73,21066621.17,1289982989,1.93,0.74,0.62,0.16,21177328.15,855228782.3,65.84,49001870.58,,443791536.2,,,,855228782.3,3.8,5.74,1104279688,4303824.61,8.42,11.2,,1.89,1.06,3.32,10.44,13.72,65,4829414.29,1299020318,43220585.23
上海汽车集团股份有限公司,2009,2.14,40.1,578703611,1.39E+11,1.95,0.93,0.83,0.59,21572497127,79757068690,66.15,8597184406,11637210886,46764077597,551613977.1,21.51,31.44,91394279576,6.16,7.44,1.21E+11,1465437673,15.52,15.39,,2.42,1.14,5.95,31.75,28.09,78.9,2946134723,1.38E+11,8108025454
四川西部资源控股股份有限公司,2009,0.71,2.45,827409.53,156320393.5,0.39,2.55,2.47,1.79,88577537.07,120800938.7,27.92,121076370.6,697187.29,313679358.3,,0.22,,121498126,77.45,36.44,28509261.01,2649661.34,29.65,2.4,1.48,1.37,0.47,180.99,-18.94,91.18,50.5,30010692.07,435177484.3,93014910.92
长春一东离合器股份有限公司,2009,0.87,3.11,3631882.1,400279564.7,1.32,1.38,0.9,0.41,39009760.91,347465656.8,56.94,-40249056.26,12742283.08,272367900.1,,4.84,,360207939.9,-10.06,-5.84,323245773.6,1158440.29,-15.42,2.11,3.09,2.38,0.64,-7.91,-23.11,1.93,37.01,11427558.94,632575839.9,-34437911.81
北汽福田汽车股份有限公司,2009,5.61,66.64,54495583.58,44839622985,3.33,0.97,0.55,0.36,4088410496,11484661639,76.93,1279551258,2098275063,4074389951,36808978.49,33.99,37.98,13582936702,2.85,9.58,39827708274,205606583.3,25.46,10.41,,7.79,3.26,2.4,49.12,79.56,37.71,1322106775,17657326654,1037223151
哈尔滨东安汽车动力股份有限公司,2009,1.01,2.19,26073677.9,2155195062,0.85,1.52,1.27,0.7,-152894932.4,1536738139,45.97,234093669.4,287447946.8,2143912485,,11.82,,1824186086,10.86,7.08,1899211399,7105067.49,10.92,6.31,3.27,1.39,0.59,10.89,22.85,17.25,54.51,,3968098571,234093669.4
扬州亚星客车股份有限公司,2009,1.02,3.06,5351201.44,523805745.5,2.49,0.97,0.84,0.24,-29534919.63,503559361.9,71.32,-96341375.46,28000000,213741657.3,4353409.73,11.58,-4.71,531559361.9,-18.39,-11.24,495275224.5,1166380.51,-45.07,6.26,,1.71,0.64,-16.44,-37.01,-16.37,57.83,10643061.62,745301019.2,-96341375.46
辽宁曙光汽车集团股份有限公司,2009,1.45,7.74,34415008.96,4046988483,2.53,1.02,0.85,0.61,336643983.9,2948921001,71.69,206869628.4,728693820.5,1452522725,32507147.2,34.2,6.99,3677614822,5.11,5,3369825861,48298194.68,11.45,7.37,147.61,2.03,0.85,4.29,-6.37,15.47,21.03,713129578.6,5130137546,164837210
华菱星马汽车(集团)股份有限公司,2009,2.17,10.99,28755356.5,2650204628,2.16,1.09,0.73,0.48,616729291.3,1188011592,68.36,103810311.8,,549963368.5,27227059.2,,20.64,1188011592,3.92,7.9,2377740527,6660287.04,15.06,5.35,34.36,6.01,1.6,3.28,41.23,9.89,30.73,30563039.77,1737974961,82825870.49
安徽江淮汽车集团股份有限公司,2009,5.14,56.09,-3743952.37,20091709226,1.79,0.76,0.58,0.49,3356715658,7168202978,64.18,423603083.8,772877634.6,4432077399,-5182044.64,15.17,78.2,7941080613,2.11,3.95,17178826576,511720904.1,7.76,16.59,,3,1.9,1.8,36.44,38.88,34.76,505774978,12373158012,342161490.2
凌云工业股份有限公司,2009,1.5,5.23,30013120.4,2510013157,0.91,1.67,1.19,0.61,371141660.2,1151196704,47.62,382369520.1,97407070.79,1373388571,28378735.65,10.2,12.65,1248603774,15.23,17.57,1862868891,5081124.09,22.14,3.4,4.07,3.76,1.07,15.07,25.32,25.97,37.95,45075561.27,2621992346,320229639.8
航天晨光股份有限公司,2009,1.19,3.28,29274752.91,2182024291,1.67,0.95,0.71,0.24,29612456.42,1927130259,62.54,68431111.57,45121339.38,1181160302,,4.18,,1972251599,3.14,3.17,1727153853,4482556.52,4.56,3.19,,1.75,0.71,2.77,15.11,4.88,23.98,106758898.3,3153411901,58604115.52
贵州贵航汽车零部件股份有限公司,2009,1.34,4.66,7521171.36,1810529833,0.47,2.26,1.6,0.79,115026579.8,648957252,32.18,178334640.6,82729508.52,1542152951,,5.6,,731686760.5,9.85,8.65,1375033882,6064534.34,7.45,3.42,2.47,2.28,0.84,8.23,23.74,11.73,51.28,121401256.8,2273839711,136965649.1
